pc1,pc2,label
10.194445978799381,-1.3805002137347666,real
-5.861151852299528,0.6167498840555236,real
-5.277826472604207,-0.47330350398749593,real
-6.608595471949145,-0.7075275114479519,real
11.812058566494333,1.2538198083032563,real
-3.4896754004981565,2.0591911939843692,real
-5.454828136088649,2.562159334786611,real
21.150179224445058,-1.0796350909961006,real
-1.3890205356534033,-0.24454424724751106,real
7.682107111730013,1.847862953749211,real
-6.592567333391645,2.6798301720261035,real
-3.1398697742498065,2.8834749946568072,real
6.007737242275128,2.9274364734371208,real
-6.4224587740766585,1.9338949237100773,real
-4.816015566476742,1.0163886236858144,real
4.338558592059622,-0.20128424489798594,real
-6.3867685840740025,-0.3160497972548813,real
21.511490316071825,-0.5868008754291876,real
-3.028897404803628,2.2451019125451297,real
18.72194176598525,-0.9324282300099387,real
-2.1982241409393604,4.692018379803295,real
3.412631815101558,-0.3871268624014564,real
-5.7659806790818,0.6366302056165457,real
3.9318435000838288,-0.9793432747362686,real
-5.697133453389875,2.327440474657731,real
7.900636652443405,1.6468511062230684,real
10.840324822947471,1.1017181540095475,real
-6.26407666373008,-0.09486435400949136,real
-5.434757865288534,-0.653952088238906,real
19.580310286692775,1.2716762045308643,real
-6.222631968879694,0.3353894457638433,real
7.845237998344417,1.6043904300964642,real
1.1496303185225885,-0.06988072389600573,real
8.1989813476212,1.433070561124652,real
-1.665018204927008,-0.7178946478372122,real
-6.050162554594185,0.2881622678676513,real
19.311828624656865,0.00020026642573876675,real
6.341180215224542,0.6392034060618754,real
-6.627139557030297,-1.022784049508808,real
7.780276242002652,-1.662113236894236,real
-0.29390617262771246,-1.5399971404804234,real
-6.493825796925094,-0.5327148280752966,real
-6.663990668125472,-1.6381988440896829,real
7.055439834654809,-0.5090090090201942,real
-4.9420542308995845,-0.20699142508761453,real
-5.992323947335288,-0.5958872986211465,real
-6.153391230938092,0.9325291777902237,real
0.4587752282253203,2.9448624786542594,real
0.5031695008294027,2.609117500251767,real
-6.405861232854939,2.4529278022615673,real
-2.8309049218331017,0.4628852996471661,real
-1.329718028671805,1.9614064538134868,real
15.51129442531379,0.07090836833369404,real
-4.140931574335037,0.6963596524566374,real
1.3522136687724988,-1.162397515352677,real
21.641503880577524,0.3744501708760442,real
13.799238837781699,1.6233938428272823,real
-2.9598435003494075,1.169783711084093,real
18.794848438513625,1.6603170090500932,real
-2.9478712846649606,3.5137083335165316,real
-6.235752372387238,-0.1561575385803806,real
13.32632757281761,-1.0922878119696906,real
-0.6909111021543027,1.408092739491222,real
15.731425717862365,1.1267233552524218,real
-2.1737210354504275,0.9339295036154261,real
-5.818668603065257,0.11592051737901442,real
-6.681375803664633,-1.5197493462894223,real
14.106799138642641,-0.6863038104429294,real
-6.4045087004066,-0.780117477850398,real
0.8371458681150891,-1.552229102661375,real
-0.8163036069401737,-0.9138152456623256,real
13.471815210015112,1.2026171971666515,real
0.5342843759351714,-1.0341577580890928,real
-4.372204286865997,0.8083447749937962,real
-1.1152778090104902,1.0560983068000585,real
-3.77385743920098,-0.9167023232482641,real
-4.744523295588666,-1.4222342820674003,real
-6.677557384637538,-0.8744976483730634,real
17.222094672372716,0.02880103009609558,real
-6.510340088846332,1.6669827459516515,real
5.872649175038216,-0.7581183138472966,real
-4.698305087799941,-2.5128141241098683,real
-2.27110711332041,-0.39799126937891327,real
0.6351986967445229,0.7973548666645898,real
-4.9370570995174745,2.0959651080537336,real
10.524482427304708,0.27249056299435115,real
-6.517083875101263,0.7060935167902039,real
-5.38074743459859,1.3091611129528071,real
-4.159931652994596,0.7415073707620118,real
10.544137328053479,-0.3965909168264925,real
-1.4838510822733266,1.9068020065310851,real
5.862371671940441,-1.0595143222733772,real
-4.121659147181344,-0.8753909160929865,real
-6.025357344899523,2.202880678880983,real
-6.0329716334514005,1.9447178914014795,real
-6.535605483407712,1.3804199573131746,real
15.505631127786735,1.1156798759276156,real
-4.4160923164070445,2.211794526912438,real
-5.70816698163073,-0.960928396337828,real
-6.611814044251805,1.3755444713985858,real
-6.189849350785778,0.6728521747345803,real
5.437741877704677,0.6028711966686893,real
-1.9289484477947383,0.30449930012594295,real
-6.633177136343349,-0.10992289143436354,real
4.1156699219493165,-1.4255981704964367,real
9.624760354261849,-1.4070004051903438,real
-5.74058956440182,1.076737895981579,real
-6.464646420667469,-0.2457822970096926,real
-6.497341607562719,-0.5431023553939562,real
2.255515221107524,-0.0613841725239164,real
-6.478725630743071,-0.9697665417750981,real
-6.44980046175409,0.8937716566495365,real
22.67829987631773,1.4787024656708248,real
-3.4438970736797003,3.311847963831831,real
20.128154762359326,2.1651598897151834,real
-4.714255666530029,-0.25185703993403374,real
-4.146972699448083,-0.7099806316288116,real
-1.8541846841743248,1.3502708823815934,real
20.214999805236076,1.0232557290171636,real
-1.172477569406892,-0.8073202633596042,real
-4.892347949181825,-0.5457723659220856,real
-6.164314115923493,-0.7164858236757393,real
-6.5751888061680726,0.9917555787238429,real
15.043980306426413,-0.23851102642827127,real
-2.384128534051566,1.5508154065908724,real
-6.531456782742654,2.5610153029740332,real
-4.049811103142147,-0.24236286298852433,real
5.329838796935286,0.32631119016349436,real
7.961635021726892,0.5779647901288909,real
12.226432442594401,0.8465011500439726,real
-6.651379667266657,-0.2890412868544554,real
-2.1378776819888636,1.503257518733281,real
18.62717929232337,-0.8374852003055658,real
-5.194985084082121,1.3818008082444027,real
-6.060478024964111,-0.7916103066131667,real
7.53710785091046,-2.4189880412074274,real
-6.422404726042479,-1.2906111189933127,real
-6.162310069038071,-0.2924014923159192,real
22.439817822654923,-1.1135121676454454,real
6.052833139370605,0.33408431827381796,real
16.53196137024478,0.3575697851577794,real
2.80919975184345,-0.6907442421380785,real
-0.5026770887106757,-0.40741626782144785,real
17.41720304849366,0.6593606177992063,real
6.724522717483346,1.524579365689556,real
16.618684283265722,2.070729803724624,real
20.715237648376057,1.2887068309078673,real
-4.185655095609569,1.682759700140705,real
-6.5206888273083,1.5705403926548551,real
0.5052835345126108,1.1630177498698788,real
-6.071733154872848,1.0345556079444014,real
7.921488476886538,2.3853640217217436,real
12.674931986827755,-0.7981100515801597,real
-4.093030657007344,2.759022078427058,real
-4.000771056714266,3.9012708565276153,real
16.309577628857546,-1.9889826787532472,real
-6.664999030569701,-0.5886358704887813,real
-6.5034729200230785,-0.19206757203373603,real
5.121275910962936,-0.34231189259106604,real
-5.069725298467816,-0.1654248383147581,real
-6.623329630535769,-0.6746945795336277,real
-1.4133939195917193,-1.2705393754306686,real
-5.456536800589161,0.5221438880632644,real
-3.757815946456585,-0.42576056836102455,real
9.003942370777976,1.2504913942797669,real
-5.234858154861448,2.6323608606980686,real
-0.003549429367561391,2.3701276644299436,real
-6.090722182947832,-0.9032775263480343,real
3.535100447184111,-0.8681527043768273,real
-1.1720386775100817,-0.2883452263295338,real
11.627254674014102,1.4925648512120973,real
17.865900377800646,-0.7184592461157778,real
-1.1864963195914198,-0.3766850094205713,real
-3.6500557014862083,-0.6859420010966928,real
-6.285026295245639,0.6779647691641298,real
16.472932663624796,-1.362833354354725,real
-6.630024966163156,-0.7070434888028685,real
-6.5898463395758204,2.8461144436293098,real
-1.5636578565643164,2.021283913531244,real
14.7405640396403,-0.4837097913269131,real
-6.101631276537101,1.75022406481065,real
12.07567067259879,-0.37037907332043607,real
-2.7711075984406266,-0.42280484921503164,real
-5.2947667372888185,0.8804910020200247,real
4.350953696085724,-0.11906443169221922,real
21.517134102078693,0.018242739871192504,real
-3.0149721058685612,2.7842931253316165,real
-6.341838681724408,-0.2686812168699313,real
-2.3197086963793097,1.6565674205907301,real
0.3664371556075599,0.10372321273658883,real
-6.7147117764995965,-1.8549425470868126,real
-6.242681838074506,3.32398707324774,real
-5.28841684740393,0.3306862503544018,real
22.049962113280262,-0.5186870017807985,real
-4.814911391408957,0.9206767870098719,real
16.637933163381213,1.2241289090877174,real
1.0985642187079712,-0.3650863787504075,real
3.232485326023122,3.2201449416608674,real
2.120559660021563,0.9995500558291742,real
-3.8474336375652967,0.5259491838353777,real
-6.438375652675753,0.9571383638931131,real
-5.1442929988608,-0.49351856601551736,real
-3.699124805010261,2.1586526361395424,real
0.17842654282112372,0.2932304932013493,real
-6.615802815663973,1.390375281898859,real
11.239716776186295,0.5931697724001099,real
2.129114741765132,1.5368393679549284,real
