id,g,l,target_theta,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47
0,9.81,3.5705833846166457,2.7474501904268642,-0.5225683398006962,-1.6983794500333242,-3.5099075929210954,5.677021482998549,1.5597249949996954,-0.34959134842167083,0.4991205499567237,-0.1713547743628136,1.3231901469468288,0.9649143921727098,0.4846164322878327,0.9312717190145801,0.05690253097042744,-0.33138971968788755,0.14112042887163606,-0.10868222258640867,-0.2899794183783134,0.6007589871121626,-0.11886054331708418,0.8683075779749876,0.0,1.3733887011530992,4.48605160277054,-12.230680671213568,-2.9537848232231045,-2.4305032412724525,-1.193884330858567,-1.2508396832463817,-0.5542276518321422,-2.1015548775064055,-0.10525741355278484,-0.4848199594727235,-0.7940125086967879,-0.38649332976025585,-0.42447124821305937,-0.33415943429473494,-0.554201608460348,-0.8999376703398863,0.6764049042796276,-0.22140777419072794,-0.005173943958422733,0.053992410196420766,-0.005199072791179173,0.014599406400079548,0.42286750653201477,-0.4404617551168671,0.32790055806118223,-0.4297891729236315
1,9.81,0.742194584610002,13.217558041271376,-0.0611653540802074,-1.1022836087064722,0.03991517418022261,-1.2913920688522564,-2.3894636251924215,-2.5869589901615315,12.508651969667797,0.7419389890292745,0.41251475262971204,0.9607124428565003,0.3638822547278916,0.6285064809967389,-0.5657888638108883,0.013291868424618658,0.7755277039170589,-0.03105113880629956,0.2673556156440835,-0.027785202058484948,-0.34581945922463747,-0.39431015228506155,0.0,0.5020832364494336,-0.06891802076678993,0.42606577813314045,0.8847284848644078,0.8207067074851032,-6.9524798420359915,-0.6868079818229669,-0.5976933728551275,-0.06732599425494362,-0.10971943160436043,-0.05938444616272409,0.5492262893374897,-0.1541756548137309,0.5520532789192854,-0.04895650818625294,0.9445385576752539,-0.04159908768370754,-0.3092297630101773,0.6235848524686495,-0.0006055975651505604,0.046307011287298805,-0.0007858441769938168,0.010877908461920625,0.43832147410670175,-0.37995507667878575,0.29833827174042726,-0.23910340783283615
2,9.81,1.4916194274767511,6.576744590002266,-0.2554671786134377,0.3887236116157078,0.8306975163244297,1.1777657458958175,14.997837785416536,-0.8929136250953942,0.0942936379538355,-0.5534813262653487,-0.2750631153029386,-0.14912326156995248,-0.5394197452680581,0.16412630409832718,-0.49723305128694284,-0.8769707575721106,-0.25619321647558074,-0.5683353654399865,-0.1294415593416749,-0.5713507557873914,-0.41085012698128076,-0.022457483888173924,0.0,1.0352261072400775,0.487035607598788,0.44203026526553457,5.090678407801714,0.28978328130753955,-0.3056101806462771,0.07043860982963851,0.19707536403813308,-0.6701879182746242,0.021270474184180543,0.27456763918735383,-0.18345787000405986,-0.04421550789620188,-0.22120111642642815,0.27063429592431637,-0.27200585283513584,-0.2016537498604583,-0.23883713791676298,-0.27755759207141384,-0.0025293780060736347,0.05307441050585195,0.00040246314195372225,0.01029979491571258,0.45404189559802627,-0.43595193165938617,0.24242748093132,-0.2803113330847249
3,9.81,1.3296731481440136,7.377752956576591,1.3028360067749172,1.1103161557562071,0.44085406824365486,2.9024138481681945,5.3847168057020545,-1.8037196337887118,-1.1859342408115898,-0.9086710840947936,-0.6812003709700563,0.7013898549645003,0.16211459596550187,-0.9392631856984728,0.11206425619513208,0.22273875447321467,0.5594574829989964,0.8382368223757215,0.14106299710432055,0.2177373334573069,0.43890773530196414,0.31270903522268123,0.0,1.717720883011467,1.7669871690151981,2.1287325344989334,10.214619327120937,-6.879463478457905,-3.189043083660973,-1.1371417807133442,-1.271552364076658,-1.0583336787001447,-1.7274322299261478,-1.0071373235276644,-0.9950173866945106,-1.1455583605478235,-0.8436163331183151,-0.7913741123835943,-0.5855181482709956,-0.7359674525570361,-1.2891061520236216,-0.13631068652387554,0.012899366403712047,0.04851150832903879,-0.00420767950527483,0.010950693985680507,0.39224261890461276,-0.3916750637801364,0.24228975926285207,-0.3519471233294583
4,9.81,1.2915765548826366,7.595368592682003,1.8400250111764522,0.7537245537818822,0.5358805655935672,1.1479922692031437,3.22604982507744,-1.1889855169638428,-0.40556157008000976,-0.6532099260754198,-0.4495509051370548,0.1564117498293384,0.028006974480571975,-0.07752220266662856,-0.6972936125464742,0.12333194257886537,-0.3475186558306335,0.9236471455815144,0.4540052050430955,0.09925934111471535,0.28771796061649535,0.5517477201230817,0.0,0.8229228767092422,1.5457579952838623,2.6917937888157226,10.643633401231746,-8.388965363561692,-3.144277149326122,-1.1799651852453747,-1.2341763166056205,-1.5560936745996472,-0.15601774038103566,-1.7915987766608206,-0.7127836883573007,-0.696294307997756,-0.6401251073190769,-0.9351702444837818,-0.25517310544698746,-0.6623738948664128,-0.7668472139397872,-0.6303221583315379,0.018218069417588634,0.04824907011451403,-0.004224160213641776,0.01048260156933185,0.4501473091565966,-0.3447415028041267,0.26872451706093,-0.2550895981295962
5,9.81,4.154425279950981,2.361337450776284,0.46647405075298265,1.4435261103887156,2.112124203125005,-1.3433033287320184,0.6260906508239253,0.4176667366396969,-1.0103426807141842,-0.029591605119120373,0.20147522375731036,-0.13610401234030375,0.3190151383029232,-0.49521672127956934,0.29420986522984227,-0.41668237142462494,0.8036398789545652,-0.39202154579299214,-1.1599227858213175,0.4245700755370499,0.8585268581821388,0.752174545664478,0.0,1.5836168479068422,9.62587164492822,-9.588122624319444,-4.523766708807744,-2.506968367366114,-1.8307756095809342,-1.1497635934132964,-0.8642098053841925,-0.7167517411299885,-0.5217731791750212,-0.7552981100050289,-0.6428229674391704,-1.0419709084592212,-0.40513966433524945,-0.2489211166941666,-0.0036981290483121265,-0.8252345005634325,-0.4617841663366157,-0.5915104070012509,0.004618554957950325,0.048648020318015704,-0.005920771709742902,0.0053280598629756705,0.3963152166235049,-0.41560467573669774,0.1977049050502838,-0.14789673469296208
6,9.81,4.6550524911217535,2.107387622096616,1.724088596196878,2.7187623676362778,7.5557438640586865,-3.2398732065089093,-0.8642945003307627,-0.44668818929494875,-0.8744278325879336,0.10020797761529143,-0.13610728381631199,-0.19279963925392368,0.36311842263929384,0.02241371788409749,-0.2333000801761025,0.7427057254383622,0.7132659599295175,0.6352998251026438,0.040919489108610985,0.3324750052755525,0.0547262182383329,0.24577442649843145,0.0,1.5807061094319608,10.305981815432672,-5.630346325881816,-2.2981009336918428,-1.5802153151875635,-0.8782123190427003,-0.3803466221040911,-0.714595033952351,-1.258033552144585,-0.4267717847115757,-0.2861025870271698,-1.4745064263257577,-0.7003485655196552,-0.821763034318842,0.1509624828510155,-0.549409706128245,0.07505308725976638,0.21890764936653676,0.06285523067001952,0.017070184120761157,0.04780347610586757,-0.003897865604994435,0.005867191607260101,0.34995716471178884,-0.373825162124205,0.18440764080699132,-0.17306366727215775
7,9.81,1.7445847900869782,5.623114483023157,-0.9440014562416923,-1.2079004375624505,-1.1665157927062473,-3.0576606044170918,11.44493725599136,1.6242647693925727,0.9788152314087176,-0.031849889157204325,0.6801958904345303,0.025379605346079748,0.22385560727497233,0.6609238110044247,0.1993802305342875,0.17226235909995413,-0.1792698780925926,-0.06591737684254995,-0.2972491575622545,0.39652794999740104,0.7226853561189055,0.5185169728169843,0.0,0.2148878152831924,0.3326796657283938,1.9967999976625357,-7.867224696130955,-1.5743339264106027,-1.778048615905064,-1.4404479783760222,-0.36102943496582196,-0.8799939155605258,-0.8929499966371273,-0.8526730016457217,-0.8761310415487509,-0.60403144785621,-0.8315311882602936,-0.19152508704705662,-0.45744014643490444,-0.6080055861560126,-0.7812887325229176,-0.35127178442444124,-0.00934654907169992,0.04743173316643452,-0.00475234115020542,0.008674099174068061,0.4513576401730738,-0.362314584247421,0.29718373257710823,-0.20861220618688484
8,9.81,4.188895527168509,2.341906103022599,1.6948506998123198,0.6226270430595993,2.2094949724887103,-1.1103976841336638,-0.33524350946061177,0.10243007774774548,-0.6690714899054049,0.30169774258015314,-0.046061309805951134,-0.8443042841763122,1.2092275543328488,-0.18051015581112428,-0.04402171590036641,0.21886350465793517,1.4736270971382197,0.489088490088654,0.4236087274365663,0.4653362953159863,0.14454061447958094,-0.5477691938654449,0.0,1.1326434914725654,9.430389921207237,-9.76642085699282,-3.794301197376961,-2.678341552588765,-1.8739564479984843,-0.8839155299209169,-2.2861618370361088,-2.3426644273588475,-1.1729114576430455,-0.6927692696217819,-0.3106415038861222,-0.6126585229871725,-0.7405969580977066,-1.1727189234409425,-0.8765289294438451,-0.2729074260907647,-0.40376014759474577,-0.3081161779711328,0.016780699998141777,0.0501519673968698,-0.0058133368216595005,0.007757000837632831,0.46346515049690845,-0.37658179150200727,0.2776016996156867,-0.28104861816976584
9,9.81,4.504517119000337,2.177813901210588,1.313937665935916,1.588910268488538,5.860370817836863,-2.1069572710684636,-0.7970756664582943,-0.20513276556041016,0.4547367167249819,-0.349900856950248,0.1632067679234852,-0.33382577322627327,1.0591366796501713,0.43944611495419905,-0.0966320731573212,0.7906041282378266,0.2884979322675238,0.12572990520236804,-0.1671457061858704,0.7523210072472699,-0.03220482457633103,0.21996966792357264,0.0,1.6075151970415487,10.290865417905865,-6.676195681328226,-2.6509004069781303,-2.442399034585782,-1.2475573868716672,-0.5310878128405337,-1.4522015378858577,-0.6210401447963341,-0.23078555882965024,-0.140226526727673,-0.8755407898411087,-0.17438980345399868,-0.35753796517241754,-0.20818382079979803,-0.3402261503557708,-0.218168104462985,0.06190428106897887,-0.6654626275862131,0.013009283821147678,0.04485962114704726,-0.0037357408718055323,0.006579511935626443,0.4050618167046251,-0.35897851149916316,0.21748637629654127,-0.19549637440887657
